,Pan,Label,MSW05_Order,MSW05_Genus,MSW05_Species,AnnualBP,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X8.1_AdultForearmLen_mm,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X9.1_GestationLen_d,X12.1_HabitatBreadth,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X5.3_NeonateBodyMass_g,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n.km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X12.2_Terrestriality,X6.2_TrophicLevel,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,X5.5_AdultBodyMass_g_EXT,X5.6_NeonateBodyMass_g_EXT,X26.1_GR_Area_km2,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.1_HuPopDen_Min_n.km2,X27.2_HuPopDen_Mean_n.km2,X27.3_HuPopDen_5p_n.km2,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,Log10.mass_specific_production.,WOS_HITS.x,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,ForStrat.Value,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,BodyMass.Value,torp,mig,IUCN,WOS_HITS.y,aridity,BodySizeRatio,postnatGR,RelAgeSexMat,sppdens,spp.dens.per.km,Craseonycteridae,Emballonuridae,Furipteridae,Hipposideridae,Megadermatidae,Molossidae,Mormoopidae,Mystacinidae,Myzopodidae,Natalidae,Noctilionidae,Nycteridae,Phyllostomidae,Pteropodidae,Rhinolophidae,Rhinopomatidae,Thyropteridae,Vespertilionidae
516,Mops_mops,0,Chiroptera,Mops,mops,NA,NA,31.12,45.5,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,12.38600978,5.24,-4.47,0.38,114.39,96.97,105.68,2,4.384024637,5,0.12,237.22,246.53,1679.65,1747.48,NA,778,100,0,0,0,0,0,0,0,0,0,A,1,0,0,30.95,NA,NA,NA,6.658011046,0.135749765,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
517,Mops_nanulus,0,Chiroptera,Mops,nanulus,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1.5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3.88,NA,14.93985042,9.34,-5.56,1.89,37.06,-13.32,11.86,0,4.03653888,1,0.12,149.71,241.81,1364.26,1560.83,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,18.65,NA,NA,NA,0,0.095916916,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
518,Mops_niangarae,0,Chiroptera,Mops,niangarae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,6.79582881,3.81,3.51,3.66,27.99,27.69,27.84,7,2.079441542,7,0,159,239,1390,1597,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,18.65,NA,NA,NA,0,0.099561678,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
519,Mops_niveiventer,0,Chiroptera,Mops,niveiventer,NA,NA,21.82,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,15.07598266,-6.31,-25.08,-15.7,40.84,12.38,26.61,1,3.017493765,1,0.18,88.44,221.31,882.82,1462.73,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,21.7,NA,NA,NA,0,0.060462286,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
520,Mops_petersoni,0,Chiroptera,Mops,petersoni,NA,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5.86,NA,10.89190637,6.87,2.52,4.7,12.53,-1.85,5.33,4,4.71778433,4,0.11,127.67,249.4,1367.95,1557.5,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,18.65,NA,NA,NA,0,0.081971108,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
521,Mops_sarasinorum,0,Chiroptera,Mops,sarasinorum,NA,NA,NA,41.99,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,11.2,NA,12.86063566,18.65,-5.7,6.47,126.6,117.17,121.88,17,5.091785081,20,0.1,217.37,228.66,1579.42,1784.11,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,24.17,NA,NA,NA,0,0.121836658,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
522,Mops_spurrelli,0,Chiroptera,Mops,spurrelli,NA,NA,8.08,27.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,13.5630739,8.54,2.6,5.57,18.38,-11.62,3.37,1,4.654626795,4,0.09,163.33,251.81,1300.97,1553.39,NA,2,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.08,NA,NA,NA,1.098612289,0.105144233,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
523,Mops_thersites,0,Chiroptera,Mops,thersites,NA,NA,21.99,39.5,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,15.18800276,10.56,-7.77,1.39,34.98,-14.29,10.34,0,3.947003974,1,0.12,147.04,243.25,1332.59,1556.68,NA,2,100,0,0,0,0,0,0,0,0,0,A,1,0,0,22,NA,NA,NA,1.098612289,0.094457435,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
524,Mops_trevori,0,Chiroptera,Mops,trevori,NA,NA,NA,52.5,NA,NA,NA,NA,NA,NA,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,21.23,NA,9.555207275,4.33,2.84,3.58,31.38,29.61,30.5,9,4.012049319,9,0.16,123.91,236.99,1288.18,1636.67,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,18.65,NA,NA,NA,0,0.075708603,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
525,Mormoops_blainvillei,0,Chiroptera,Mormoops,blainvillei,NA,NA,8.69,46.5,NA,NA,NA,7.99,8.6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,12.21760015,23.19,17.6,20.39,-65.59,-84.95,-75.27,2,5.149179104,23,0.04,106.77,245.98,1361.58,1646.11,NA,4,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.69,NA,NA,NA,1.609437912,0.064862008,NA,NA,NA,50,19.97700609,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
526,Mormoops_magna,0,Chiroptera,Mormoops,magna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,11.72,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
527,Mormoops_megalophylla,0,Chiroptera,Mormoops,megalophylla,NA,NA,16.09,54.99,66.74,NA,NA,24.42,16.5,1,NA,1,NA,0.99,1,NA,-0.094310679,28.78,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,15.1033483,33.12,-7.08,13.01,-59.96,-115.91,-87.94,0,3.9523969,1,0.12,85.54,211.38,946.69,1440.48,NA,22,100,0,0,0,0,0,0,0,0,0,A,1,0,0,15.81,NA,NA,NA,3.135494216,0.059382983,-170.6063416,NA,NA,911,335.5536029,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
528,Mormopterus_acetabulosus,0,Chiroptera,Mormopterus,acetabulosus,NA,NA,NA,38.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,9.05,NA,11.9292583,7.46,-28.77,-10.65,57.8,29.65,43.72,0,4.581594449,4,0.12,68.18,178.38,997.29,1299.05,NA,1,100,0,0,0,0,0,0,0,0,0,A,1,0,0,11,NA,NA,NA,0.693147181,0.052484508,NA,NA,NA,175,70.59315009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
529,Mormopterus_beccarii,0,Chiroptera,Mormopterus,beccarii,NA,NA,14.3,35.99,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,15.20852369,2.22,-28.15,-12.96,153.36,113.38,133.37,0,1.202972304,0,0.06,67.81,238.4,630.1,1535,NA,1,100,0,0,0,0,0,0,0,0,0,A,1,0,0,14.85,NA,NA,NA,0.693147181,0.044175896,NA,NA,NA,390,143.2845802,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
530,Mormopterus_doriae,0,Chiroptera,Mormopterus,doriae,NA,NA,NA,38,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,8.41,NA,10.55146162,4.49,2.16,3.32,99.44,97.09,98.26,30,5.041487758,30,0.07,169.22,236.94,1499.05,1686.84,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,12.5,NA,NA,NA,0,0.100317754,NA,NA,NA,137,58.14288093,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
531,Mormopterus_jugularis,0,Chiroptera,Mormopterus,jugularis,NA,NA,11.56,37.37,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,12.15302059,-16,-25.6,-20.8,49.86,43.63,46.74,5,3.779862102,7,0.19,147.12,201.93,1172.75,1579.09,NA,6,100,0,0,0,0,0,0,0,0,0,A,1,0,0,11.5,NA,NA,NA,1.945910149,0.093167584,NA,NA,NA,156,62.46051806,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
532,Mormopterus_kalinowskii,0,Chiroptera,Mormopterus,kalinowskii,NA,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,7.49,NA,12.62179913,-6.33,-20.43,-13.38,-68.75,-79.98,-74.36,0,4.125681718,0,0.07,37.24,74.77,525.54,1297.88,NA,2,100,0,0,0,0,0,0,0,0,0,A,1,0,0,13.44,NA,NA,NA,1.098612289,0.028692945,NA,NA,NA,229,90.32014874,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
533,Mormopterus_loriae,0,Chiroptera,Mormopterus,loriae,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2380407,-8.79,-22.23,-15.51,148.7,114.45,131.57,0,1.101940079,0,0.04,79.63,253.45,804.62,1709.54,NA,1,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7,NA,NA,NA,0.693147181,0.046579782,NA,NA,NA,242,93.68607876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
534,Mormopterus_minutus,0,Chiroptera,Mormopterus,minutus,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4.27,NA,11.58206171,23.19,19.82,21.51,-74.13,-84.95,-79.54,2,4.698296164,16,0.02,103.5,252.34,1271,1782.03,NA,2,100,0,0,0,0,0,0,0,0,0,A,1,0,0,13.44,NA,NA,NA,1.098612289,0.05807983,NA,NA,NA,30,12.24760994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
535,Mormopterus_norfolkensis,0,Chiroptera,Mormopterus,norfolkensis,NA,NA,8,36.5,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,11.71339346,-26.56,-35.48,-31.02,168.09,150.17,159.13,0,3.995628589,1,0.09,83.81,160.8,783.39,1229.42,NA,3,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8,NA,NA,NA,1.386294361,0.068170357,NA,NA,NA,86,34.94893698,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
536,Mormopterus_phrudus,0,Chiroptera,Mormopterus,phrudus,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6.11,NA,10.8309004,-10.61,-13.45,-12.03,-72.3,-74.75,-73.52,1,2.50389195,2,0.06,106.09,212.95,1007.21,1447.7,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,13.44,NA,NA,NA,0,0.073281757,NA,NA,NA,151,63.38137901,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
537,Mormopterus_planiceps,0,Chiroptera,Mormopterus,planiceps,NA,NA,9.24,33.58,NA,NA,NA,NA,NA,NA,106.86,1,NA,0.99,1,NA,0.722705983,26.28,NA,NA,377.37,NA,2,NA,NA,NA,NA,NA,NA,15.01858868,-22.44,-38.85,-30.64,152.35,114.94,133.65,0,1.477048724,0,0.02,28.34,182.94,332.67,1171.67,NA,6,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.8,NA,NA,NA,1.945910149,0.024187698,12.78528229,NA,NA,223,82.30942745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
538,Mosia_nigrescens,0,Chiroptera,Mosia,nigrescens,NA,1,3.33,34.5,NA,NA,NA,NA,NA,NA,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,13.57359803,2.64,-10.85,-4.1,162.39,118.75,140.57,1,3.473518043,2,0.11,245.52,233.43,1692.19,1728.61,NA,2,100,0,0,0,0,0,0,0,0,0,A,1,0,0,3.25,NA,NA,NA,1.098612289,0.142033194,NA,NA,NA,446,171.0039699,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,Murina_aenea,0,Chiroptera,Murina,aenea,NA,NA,7.5,35.49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,11.217335,6.5,1.89,4.19,117.63,100.97,109.3,3,4.408668566,4,0.16,220.26,246.65,1706.86,1824.23,NA,2,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.38,NA,NA,NA,1.098612289,0.120741354,NA,NA,NA,300,124.097175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
540,Murina_aurata,0,Chiroptera,Murina,aurata,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4.27,NA,13.46625467,33.21,23.6,28.41,105.59,82.88,94.23,1,4.684720465,2,0.08,157.33,108.65,970,1155.72,NA,3,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.74,NA,NA,NA,1.386294361,0.136131589,NA,NA,NA,453,174.2182455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
541,Murina_cyclotis,0,Chiroptera,Murina,cyclotis,NA,NA,9.35,34.44,NA,NA,NA,NA,NA,NA,NA,1,NA,1.98,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.67675839,28.15,-8.84,9.65,126.6,77.07,101.83,1,5.080472254,7,0.1,167.16,230.97,1174.1,1528.34,NA,9,100,0,0,0,0,0,0,0,0,0,A,1,0,0,9.28,NA,NA,NA,2.302585093,0.109373569,NA,NA,NA,758,282.1761624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
542,Murina_florium,0,Chiroptera,Murina,florium,NA,NA,4.41,34.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,12.28393643,0.84,-19.42,-9.28,148.08,116.71,132.4,0,3.519572834,0,0.08,217.06,230.17,1438.21,1699.29,NA,4,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.25,NA,NA,NA,1.609437912,0.127735701,NA,NA,NA,401,159.8697168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
543,Murina_fusca,0,Chiroptera,Murina,fusca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,10.98483058,41.48,37.96,39.72,113.29,110.19,111.74,25,4.888542987,28,0.06,28.77,32.23,442.72,747.92,NA,1,100,0,0,0,0,0,0,0,0,0,A,1,0,0,6.23,NA,NA,NA,0.693147181,0.038466681,NA,NA,NA,60,25.03635192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
544,Murina_grisea,0,Chiroptera,Murina,grisea,NA,NA,NA,32.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5.61,NA,6.766260837,30.43,30.11,30.27,78.25,77.93,78.09,350,6.108135854,350,0.11,171,219,991.5,1280,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,6.58,NA,NA,NA,0,0.13359375,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
545,Murina_hilgendorfi,0,Chiroptera,Murina,hilgendorfi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.31607906,57.74,30.98,44.36,144.75,86.54,115.64,0,5.010635294,1,0.00124,69.27,16.48,530.05,563.52,NA,3,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.92,NA,NA,NA,1.386294361,0.122923765,NA,NA,NA,197,76.09197027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
546,Murina_huttoni,0,Chiroptera,Murina,huttoni,NA,NA,7.56,33.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.55376978,37.55,2.78,20.17,113.85,72.22,93.03,0,4.835487941,1,0.09,126.31,128.62,947.78,1221.97,NA,1,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.6,NA,NA,NA,0.693147181,0.103365876,NA,NA,NA,455,169.9124265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
547,Murina_leucogaster,0,Chiroptera,Murina,leucogaster,NA,NA,7.54,41.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,13.37593009,34.59,14.33,24.46,120.1,84.67,102.38,3,5.521780867,7,0.06,121.31,122.73,909.96,1043.44,NA,12,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.55,NA,NA,NA,2.564949357,0.11625968,NA,NA,NA,425,163.8739443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
548,Murina_puta,0,Chiroptera,Murina,puta,NA,NA,NA,35.49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6.91,NA,10.49313304,25.29,21.9,23.6,122,120.04,121.02,70,6.518557143,73,0.03,160.5,165.8,NA,NA,NA,2,100,0,0,0,0,0,0,0,0,0,A,1,0,0,6.73,NA,NA,NA,1.098612289,NA,NA,NA,NA,68,28.92729449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
549,Murina_rozendaali,0,Chiroptera,Murina,rozendaali,NA,NA,NA,32.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5.61,NA,11.29059234,5.81,1.85,3.83,118.15,100.59,109.37,3,4.604369866,7,0.11,210.06,252.35,1687.92,1818.47,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.55,NA,NA,NA,0,0.115514691,NA,NA,NA,262,108.0871533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
550,Murina_ryukyuana,0,Chiroptera,Murina,ryukyuana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.099094388,26.87,26.07,26.47,128.32,127.63,127.98,365,5.902633333,365,0.04,NA,NA,NA,NA,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.92,NA,NA,NA,0,NA,NA,NA,NA,21,10.71446488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
551,Murina_silvatica,0,Chiroptera,Murina,silvatica,NA,NA,NA,30.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4.48,NA,12.63051805,45.52,33.42,39.47,145.82,130.86,138.34,56,5.781422298,73,0.01,125.1,83.36,743.5,799.35,NA,1,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.92,NA,NA,NA,0.693147181,0.156502158,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
552,Murina_suilla,0,Chiroptera,Murina,suilla,NA,NA,4,30,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,12.86358583,6.11,-7.88,-0.88,118.46,97.05,107.76,1,4.822295665,3,0.16,251.05,236.82,1660.95,1704.85,NA,5,100,0,0,0,0,0,0,0,0,0,A,1,0,0,3.63,NA,NA,NA,1.791759469,0.147256357,NA,NA,NA,384,150.328814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
553,Murina_tenebrosa,0,Chiroptera,Murina,tenebrosa,NA,NA,NA,34.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6.38,NA,6.112841118,34.7,34.29,34.49,129.49,129.23,129.36,318,5.765191103,318,-0.01,NA,NA,NA,NA,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.74,NA,NA,NA,0,NA,NA,NA,NA,22,12.15206659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
554,Murina_tubinaris,0,Chiroptera,Murina,tubinaris,NA,NA,5.45,32,NA,NA,NA,NA,NA,NA,NA,1,NA,1.37,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.22301472,36.03,12.41,24.22,108.04,72.76,90.4,1,4.401951803,5,0.09,144.16,194.85,1060.39,1384.22,NA,3,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.45,NA,NA,NA,1.386294361,0.104145295,NA,NA,NA,446,167.9937035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
555,Murina_ussuriensis,0,Chiroptera,Murina,ussuriensis,NA,NA,NA,30.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4.69,NA,12.05261104,54.41,44.55,49.48,144.75,130.02,137.38,1,3.385068,1,-0.04,47.62,-0.11,495.6,502.27,NA,6,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.74,NA,NA,NA,1.945910149,0.094809565,NA,NA,NA,123,49.41185192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
556,Musonycteris_harrisoni,0,Chiroptera,Musonycteris,harrisoni,NA,NA,NA,41.49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,10.82,NA,11.10432123,19.69,16.92,18.3,-99.77,-104.59,-102.18,8,3.822098298,9,0.08,101.03,220.08,887.67,1643.92,NA,8,40,0,0,0,0,0,0,60,0,0,Ar,1,0,0,13.37,NA,NA,NA,2.197224577,0.061456762,NA,NA,NA,168,69.78673369,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
557,Myonycteris_brachycephala,0,Chiroptera,Myonycteris,brachycephala,NA,NA,NA,63.01,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,35.81,NA,6.76108654,0.41,0.02,0.22,6.76,6.47,6.61,144,4.976733742,144,0.11,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,80,20,0,0,Ar,1,0,0,53.39,NA,NA,NA,1.386294361,NA,NA,NA,NA,7,3.662651757,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
558,Myonycteris_relicta,0,Chiroptera,Myonycteris,relicta,NA,NA,53.32,69.68,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,11.55420531,-3.67,-9.34,-6.5,39.72,35.29,37.51,8,4.727299319,8,0.15,85.47,239.06,988.73,1565.96,NA,1,0,0,0,0,0,0,80,20,0,0,Ar,1,0,0,52,NA,NA,NA,0.693147181,0.054579938,NA,NA,NA,290,118.5100685,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
559,Myopterus_daubentonii,0,Chiroptera,Myopterus,daubentonii,NA,NA,NA,49.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,18.45,NA,13.1133386,14.3,1.5,7.9,30.4,-15.43,7.48,3,3.466672964,4,0.09,168.61,255.46,1103.13,1520.09,NA,1,100,0,0,0,0,0,0,0,0,0,A,1,0,0,23.62,NA,NA,NA,0.693147181,0.110921064,NA,NA,NA,398,154.6453886,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
