,Pan,Label,MSW05_Order,MSW05_Genus,MSW05_Species,AnnualBP,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X8.1_AdultForearmLen_mm,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X9.1_GestationLen_d,X12.1_HabitatBreadth,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X5.3_NeonateBodyMass_g,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n.km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X12.2_Terrestriality,X6.2_TrophicLevel,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,X5.5_AdultBodyMass_g_EXT,X5.6_NeonateBodyMass_g_EXT,X26.1_GR_Area_km2,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.1_HuPopDen_Min_n.km2,X27.2_HuPopDen_Mean_n.km2,X27.3_HuPopDen_5p_n.km2,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,Log10.mass_specific_production.,WOS_HITS.x,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,ForStrat.Value,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,BodyMass.Value,torp,mig,IUCN,WOS_HITS.y,aridity,BodySizeRatio,postnatGR,RelAgeSexMat,sppdens,spp.dens.per.km,Craseonycteridae,Emballonuridae,Furipteridae,Hipposideridae,Megadermatidae,Molossidae,Mormoopidae,Mystacinidae,Myzopodidae,Natalidae,Noctilionidae,Nycteridae,Phyllostomidae,Pteropodidae,Rhinolophidae,Rhinopomatidae,Thyropteridae,Vespertilionidae
121,Chaerephon_bregullae,0,Chiroptera,Chaerephon,bregullae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.234015882,-14.62,-17.01,-15.81,179.99,-179.99,0,14,3.498626527,14,0.1,293.36,236.3,NA,NA,NA,1,100,0,0,0,0,0,0,0,0,0,A,1,0,0,14.53,NA,NA,NA,0.693147181,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
122,Chaerephon_chapini,0,Chiroptera,Chaerephon,chapini,NA,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,7.49,NA,13.85030919,3.22,-1.45,0.88,37.75,12.17,24.96,0,3.630985476,1,0.14,135.76,236.69,1413.67,1573.23,NA,1,100,0,0,0,0,0,0,0,0,0,A,1,0,0,10,NA,NA,NA,0.693147181,0.086293803,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
123,Chaerephon_gallagheri,0,Chiroptera,Chaerephon,gallagheri,NA,NA,NA,37.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,8.1,NA,8.169061648,-2.83,-3.44,-3.14,26.07,25.47,25.77,5,2.379546134,5,0.14,137.79,237.4,1411.79,1591.79,NA,1,100,0,0,0,0,0,0,0,0,0,A,1,0,0,18.65,NA,NA,NA,0.693147181,0.086562926,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
124,Chaerephon_jobensis,0,Chiroptera,Chaerephon,jobensis,NA,NA,20.71,46.5,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,14.85433163,-1.59,-27.1,-14.35,152.11,113.14,132.63,0,0.828551818,0,0.05,65.76,246.72,632.7,1614.74,NA,1,100,0,0,0,0,0,0,0,0,0,A,1,0,0,16.89,NA,NA,NA,0.693147181,0.040724823,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125,Chaerephon_johorensis,0,Chiroptera,Chaerephon,johorensis,NA,NA,NA,47.24,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,15.69,NA,10.11456824,5.45,2.17,3.81,103.92,98.5,101.21,3,4.669552445,3,0.11,210.92,252,1682.41,1808.3,NA,2,100,0,0,0,0,0,0,0,0,0,A,1,0,0,18.65,NA,NA,NA,1.098612289,0.116639938,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126,Chaerephon_leucogaster,0,Chiroptera,Chaerephon,leucogaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.63222832,13.36,-25.07,-5.85,49.16,-6.48,21.33,0,3.792112709,1,0.12,120.76,243.06,1197.84,1569.74,NA,8,100,0,0,0,0,0,0,0,0,0,A,1,0,0,12.5,NA,NA,NA,2.197224577,0.076929937,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
127,Chaerephon_major,0,Chiroptera,Chaerephon,major,NA,NA,15.17,44.94,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,15.40538019,17.66,-8.26,4.7,39.59,-17.53,11.02,0,3.787592927,1,0.11,84.98,259.65,863.77,1619.59,NA,4,100,0,0,0,0,0,0,0,0,0,A,1,0,0,14.75,NA,NA,NA,1.609437912,0.05247007,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
128,Chaerephon_nigeriae,0,Chiroptera,Chaerephon,nigeriae,NA,NA,20.14,47,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,15.72243897,12.82,-24.74,-5.95,40.84,4.74,22.79,0,3.35654863,1,0.15,99.84,233.35,980.1,1532.09,NA,3,100,0,0,0,0,0,0,0,0,0,A,1,0,0,19.8,NA,NA,NA,1.386294361,0.065165885,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
129,Chaerephon_plicatus,0,Chiroptera,Chaerephon,plicatus,NA,NA,21.83,46.39,NA,NA,NA,NA,NA,1,88.64,1,NA,0.99,2,NA,1.504077397,NA,NA,6.907755279,NA,NA,2,3,NA,NA,NA,NA,NA,15.40343589,31.02,-8.96,11.03,126.6,71.16,98.88,1,5.50464024,9,0.1,155.19,250.06,1101.45,1563.04,NA,1,100,0,0,0,0,0,0,0,0,0,A,1,0,0,21.83,NA,NA,NA,0.693147181,0.099287286,14.51388077,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
130,Chaerephon_pumilus,0,Chiroptera,Chaerephon,pumilus,NA,NA,10.98,38.99,NA,0,152.08,NA,NA,1,62.57,1,NA,1,3,60,1.289232648,36.29,NA,4.025351691,140.97,NA,2,3,24.5,NA,NA,NA,NA,16.47640284,17.23,-34.83,-8.8,50.26,-17.53,16.36,0,3.617383452,1,0.14,96.01,238.79,958.76,1545.68,NA,19,100,0,0,0,0,0,0,0,0,0,A,1,0,0,10.98,NA,NA,NA,2.995732274,0.062115056,8.516694031,NA,0.078316667,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131,Chaerephon_russatus,0,Chiroptera,Chaerephon,russatus,NA,NA,16.98,44.49,NA,NA,NA,NA,NA,NA,NA,1,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.32893567,7.94,-1.84,3.05,35.92,-1.56,17.17,0,4.352340324,2,0.13,139.02,240.19,1348.94,1576.48,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,16.98,NA,NA,NA,0,0.088183802,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
132,Chaerephon_shortridgei,0,Chiroptera,Chaerephon,shortridgei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.17697618,-10,-19.95,-14.97,33.16,14.31,23.74,0,2.218115936,1,0.18,75.33,214.71,748.39,1443.58,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,14.53,NA,NA,NA,0,0.052182768,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,Chaerephon_solomonis,0,Chiroptera,Chaerephon,solomonis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.851059178,-6.58,-8.58,-7.58,159.9,156.37,158.14,13,2.63905733,13,0.18,189.19,269.59,NA,NA,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,14.53,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
134,Chaerephon_tomensis,0,Chiroptera,Chaerephon,tomensis,NA,NA,7.48,38.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.76108654,0.41,0.02,0.22,6.76,6.47,6.61,144,4.976733742,144,0.11,NA,NA,NA,NA,NA,1,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.48,NA,NA,NA,0.693147181,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
135,Chalinolobus_dwyeri,0,Chiroptera,Chalinolobus,dwyeri,NA,NA,8.74,40,NA,NA,NA,NA,NA,NA,NA,1,NA,1.34,1,NA,NA,NA,NA,NA,NA,NA,2,NA,36.41,1.547562509,NA,NA,NA,13.16413253,-22.13,-35.65,-28.89,153.63,147.82,150.73,0,3.165475048,0,0.06,65.83,176.14,753.57,1281.88,-0.142308776,2,100,0,0,0,0,0,0,0,0,0,A,1,0,0,9.03,NA,NA,NA,1.098612289,0.051354261,NA,NA,NA,115,44.61694781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136,Chalinolobus_gouldii,0,Chiroptera,Chalinolobus,gouldii,NA,NA,14.24,43.87,NA,NA,NA,25.2,17.5,1,92.54,1,NA,1.41,1,NA,NA,NA,NA,2.995732274,NA,NA,2,3,NA,NA,NA,NA,NA,15.80971233,-11.11,-43.64,-27.37,168.09,113.14,140.61,0,1.490654376,0,0.03,36.09,208.38,434.79,1334.78,NA,28,100,0,0,0,0,0,0,0,0,0,A,1,0,0,14.47,NA,NA,NA,3.36729583,0.027038164,NA,NA,NA,253,91.64593158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137,Chalinolobus_morio,0,Chiroptera,Chalinolobus,morio,NA,NA,8.91,37,NA,NA,NA,NA,NA,1,NA,1,NA,1.38,1,NA,0.518793793,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,14.63068967,-19.7,-43.64,-31.67,153.63,114.14,133.89,0,2.308567165,0,0.04,40.72,172.07,455.18,1179.23,NA,9,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.77,NA,NA,NA,2.302585093,0.034531008,17.17445373,NA,NA,195,72.67654877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138,Chalinolobus_neocaledonicus,0,Chiroptera,Chalinolobus,neocaledonicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.709414213,-20.08,-22.39,-21.24,167.02,163.98,165.5,10,2.397895273,10,0.11,87.85,205.31,NA,NA,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.71,NA,NA,NA,0,NA,NA,NA,NA,10,4.399286352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139,Chalinolobus_nigrogriseus,0,Chiroptera,Chalinolobus,nigrogriseus,NA,NA,8.79,34.99,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.17708306,-8.74,-29.26,-19,153.63,122.13,137.88,0,1.60341984,0,0.07,76.24,248.59,812.54,1674.9,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.8,NA,NA,NA,0,0.045519135,NA,NA,NA,314,118.4178712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,Chalinolobus_picatus,0,Chiroptera,Chalinolobus,picatus,NA,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5.86,NA,13.84842394,-20.79,-34.96,-27.88,147.5,138.61,143.05,0,0.076961041,0,-0.00593,26.49,209.29,334.82,1299.98,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,5.1,NA,NA,NA,0,0.020377237,NA,NA,NA,121,46.03961468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,Chalinolobus_tuberculatus,0,Chiroptera,Chalinolobus,tuberculatus,NA,2,NA,41,NA,NA,NA,NA,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,5.703782475,NA,NA,2,3,NA,NA,NA,10.46,NA,12.07240502,-34.97,-47.11,-41.04,178.55,166.41,172.48,0,3.08876714,0,0.06,90.49,94.58,650.93,784.41,NA,107,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.5,NA,NA,NA,4.682131227,0.115360589,NA,NA,NA,7,2.810204109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
142,Cheiromeles_parvidens,0,Chiroptera,Cheiromeles,parvidens,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,12.57289127,13.53,-5.7,3.91,126.6,118.75,122.67,5,4.872981129,17,0.09,203.66,225.93,1659.61,1810.96,NA,1,100,0,0,0,0,0,0,0,0,0,A,1,0,0,163.5,NA,NA,NA,0.693147181,0.11245969,NA,NA,NA,260,102.7041607,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
143,Cheiromeles_torquatus,0,Chiroptera,Cheiromeles,torquatus,NA,NA,169.43,81.49,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,14.0081586,11.42,-8.78,1.32,119.71,95.69,107.7,1,5.052352887,4,0.14,236.22,250.07,1659.3,1731.33,NA,4,100,0,0,0,0,0,0,0,0,0,A,1,0,0,163.5,NA,NA,NA,1.609437912,0.136438461,NA,NA,NA,398,150.7781412,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
144,Chilonatalus_micropus,0,Chiroptera,Chilonatalus,micropus,NA,NA,NA,33.5,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,5.86,NA,12.16927883,23.19,13.31,18.25,-68.31,-84.95,-76.63,2,5.057964074,23,0.04,106.88,246.31,1361.58,1646.11,NA,1,100,0,0,0,0,0,0,0,0,0,A,1,0,0,2.5,NA,NA,NA,0.693147181,0.064928832,NA,NA,NA,47,18.8081654,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
145,Chilonatalus_tumidifrons,0,Chiroptera,Chilonatalus,tumidifrons,NA,NA,3.62,32.99,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,7.330614888,26.91,23.43,25.17,-74.42,-77.58,-76,4,2.264883226,4,0.11,NA,NA,NA,NA,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,3.62,NA,NA,NA,0,NA,NA,NA,NA,8,4.015944507,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
146,Chiroderma_doriae,0,Chiroptera,Chiroderma,doriae,NA,NA,19.9,52.5,NA,NA,NA,31.24,19.9,1,106.45,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,13.12218824,-16.83,-26.19,-21.51,-40.87,-49.59,-45.23,4,4.963613565,9,0.06,125.32,200.37,1171.84,1357.16,NA,10,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,19.9,NA,NA,NA,2.397895273,0.092339886,NA,NA,NA,365,141.7858657,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
147,Chiroderma_improvisum,0,Chiroptera,Chiroderma,improvisum,NA,NA,35.39,57.5,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,7.365857112,16.81,15.94,16.38,-61.16,-62.24,-61.7,104,5.406139849,104,0.06,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,35,NA,NA,NA,1.098612289,NA,NA,NA,NA,13,6.51023598,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
148,Chiroderma_salvini,0,Chiroptera,Chiroderma,salvini,NA,NA,26.3,47.5,NA,NA,NA,NA,NA,1,NA,1,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,14.97278902,26.71,-18.74,3.98,-61.87,-109.44,-85.66,0,3.895487037,1,0.11,137.6,208.68,1201.84,1536.73,NA,3,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,25.52,NA,NA,NA,1.386294361,0.089540778,NA,NA,NA,999,369.1476124,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
149,Chiroderma_trinitatum,0,Chiroptera,Chiroderma,trinitatum,NA,NA,13.91,36.38,NA,NA,NA,NA,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,16.05789895,12.46,-22.29,-4.91,-44.81,-82.67,-63.74,0,2.558002205,0,0.13,164.23,244.15,1370.19,1566.17,NA,1,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,13.68,NA,NA,NA,0.693147181,0.104860903,NA,NA,NA,894,322.0228075,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
150,Chiroderma_villosum,0,Chiroptera,Chiroderma,villosum,NA,NA,23.81,45.51,63.99,NA,NA,NA,NA,1,121.66,1,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,16.15408915,21.62,-23.84,-1.11,-46.26,-97.26,-71.76,0,2.872434057,0,0.13,159.13,239.17,1347.71,1560.9,NA,8,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,23.12,NA,NA,NA,2.197224577,0.101947594,NA,NA,NA,1119,402.2035701,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
151,Chironax_melanocephalus,0,Chiroptera,Chironax,melanocephalus,NA,NA,17.7,45.5,NA,NA,NA,NA,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,12.96550887,8.37,-7.14,0.61,125.05,95.68,110.36,3,5.039740919,9,0.12,232.64,245.24,1706.4,1792.67,NA,1,0,0,0,0,0,0,100,0,0,0,Ar,1,0,0,16.67,NA,NA,NA,0.693147181,0.129772909,NA,NA,NA,404,157.6712938,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
152,Choeroniscus_godmani,0,Chiroptera,Choeroniscus,godmani,NA,NA,7.9,34,NA,NA,NA,19.08,10.1,3,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,14.83193692,25.05,0.91,12.98,-51.64,-108.21,-79.92,0,3.778720158,0,0.11,148.03,238.66,1362.84,1661.72,NA,4,30,0,0,0,0,0,40,30,0,0,Ar,1,0,0,7.9,NA,NA,NA,1.609437912,0.089082397,NA,NA,NA,702,260.3101783,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
153,Choeroniscus_minor,0,Chiroptera,Choeroniscus,minor,NA,NA,8.63,35.49,NA,NA,NA,NA,NA,2,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,15.67922649,10.01,-17.41,-3.7,-44.36,-81.35,-62.85,0,2.317473705,0,0.12,173.43,241.56,1414.88,1583.68,NA,4,30,0,0,0,0,0,40,30,0,0,Ar,1,0,0,8.73,NA,NA,NA,1.609437912,0.10951076,NA,NA,NA,745,270.6790941,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
154,Choeroniscus_periosus,0,Chiroptera,Choeroniscus,periosus,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,10.46,NA,12.42982581,6.98,-1.75,2.61,-75.01,-80.5,-77.75,0,3.990649326,5,0.12,213.36,216.97,1442.75,1559.18,NA,1,30,0,0,0,0,0,40,30,0,0,Ar,1,0,0,11.57,NA,NA,NA,0.693147181,0.13684116,NA,NA,NA,228,90.47264008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
155,Choeronycteris_mexicana,0,Chiroptera,Choeronycteris,mexicana,NA,NA,17.26,44.49,66,0,NA,NA,NA,3,NA,1,NA,0.99,NA,NA,1.578978705,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,14.3956433,33.35,13.13,23.24,-87.22,-117.35,-102.28,0,3.998751009,1,0.1,52.95,189.59,692.9,1322.52,NA,21,20,0,0,0,0,0,40,40,0,0,Ar,1,0,0,16.6,NA,NA,NA,3.091042453,0.040037202,10.93111639,NA,NA,451,169.1085788,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
156,Chrotopterus_auritus,0,Chiroptera,Chrotopterus,auritus,NA,NA,78.26,82.56,103,NA,NA,101.86,96.1,3,86.09,1,NA,0.99,1,NA,NA,NA,NA,1.178654996,NA,NA,2,2,NA,NA,NA,NA,NA,16.02981674,21.62,-31.49,-4.93,-38.87,-96.54,-67.71,0,3.311272674,0,0.12,145.4,233.69,1299.96,1511.66,NA,20,30,0,20,20,0,0,30,0,0,0,S,1,0,0,77.86,NA,NA,NA,3.044522438,0.09618565,NA,NA,NA,1172,422.4259851,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
157,Cistugo_lesueuri,0,Chiroptera,Cistugo,lesueuri,NA,NA,NA,34.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,6.38,NA,12.18294434,-27.65,-34.17,-30.91,29.4,18.72,24.06,0,2.868466923,0,0.07,27.82,154.83,439.45,1077.67,NA,1,100,0,0,0,0,0,0,0,0,0,A,1,0,0,7.26,NA,NA,NA,0.693147181,0.025814953,NA,NA,NA,98,39.19942034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
158,Cistugo_seabrae,0,Chiroptera,Cistugo,seabrae,NA,NA,NA,32.49,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5.37,NA,13.22942137,-14.87,-30.97,-22.92,19.2,11.71,15.45,0,0.951657876,0,0.06,12.74,163.77,283.86,1164.03,NA,0,100,0,0,0,0,0,0,0,0,0,A,1,0,0,8.35,NA,NA,NA,0,0.010944735,NA,NA,NA,129,49.95269516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159,Cloeotis_percivali,0,Chiroptera,Cloeotis,percivali,NA,NA,4.16,34.5,NA,NA,NA,NA,NA,NA,91.24,1,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,14.43353925,-3.46,-27.85,-15.65,39.79,25.25,32.52,1,3.314186005,3,0.15,73.96,212.26,803.33,1440.52,NA,5,100,0,0,0,0,0,0,0,0,0,A,1,0,0,4.05,NA,NA,NA,1.791759469,0.051342571,NA,NA,NA,310,116.1242398,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Coelops_frithii,0,Chiroptera,Coelops,frithii,NA,NA,7.52,41,NA,NA,NA,NA,NA,1,NA,1,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,15.22021831,31.29,-8.84,11.22,120.82,87.2,104.01,1,5.452668026,12,0.08,155.98,201.43,1147.81,1359.69,NA,1,100,0,0,0,0,0,0,0,0,0,S,1,0,0,7.52,NA,NA,NA,0.693147181,0.114717325,NA,NA,NA,626,229.9251898,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Coelops_robinsoni,0,Chiroptera,Coelops,robinsoni,NA,NA,6.5,34.99,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,11.82759357,12.99,-2.99,4.99,125.23,99.59,112.41,2,3.203152864,3,0.2,253.05,227.43,1682.42,1693.05,NA,0,100,0,0,0,0,0,0,0,0,0,S,1,0,0,6.5,NA,NA,NA,0,0.149463985,NA,NA,NA,271,109.6972694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Coleura_afra,0,Chiroptera,Coleura,afra,NA,1,10.68,48,NA,NA,365,NA,NA,1,NA,1,NA,1,1.5,NA,NA,NA,NA,9.670924779,NA,NA,2,3,NA,NA,NA,NA,NA,15.42762771,21.09,-17.54,1.77,51.41,-13.83,18.78,0,3.73098063,1,0.1,77.86,239.85,881.64,1614,NA,5,100,0,0,0,0,0,0,0,0,0,A,1,0,0,10.67,NA,NA,NA,1.791759469,0.048240397,NA,NA,NA,790,288.7258151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Coleura_seychellensis,0,Chiroptera,Coleura,seychellensis,NA,1,10.64,54.34,59.99,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,5.02512974,-4.56,-4.8,-4.68,55.53,55.36,55.45,417,6.035481433,417,0.04,NA,NA,NA,NA,NA,5,100,0,0,0,0,0,0,0,0,0,A,1,0,0,10.57,NA,NA,NA,1.791759469,NA,NA,NA,NA,2,1.238811003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
